骰子組合,基礎點數總和,發動牌型,發動牌型總和倍率,最終傷害
15555668,41,四同(x5) + 三對子(x3),15,615
15555677,41,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,1230
15555678,42,四同(x5) + 四連順(x3) + 順碰交響曲(x3),45,1890
15555688,43,四同(x5) + 三對子(x3),15,645
15555777,42,四同(x5) + 白馬(x14) + 絕對秩序(x12),840,35280
15555778,43,四同(x5) + 三對子(x3),15,645
15555788,44,四同(x5) + 三對子(x3),15,660
15555888,45,四同(x5) + 白馬(x14),70,3150
15556666,40,四同(x5) + 白馬(x14),70,2800
15556667,41,三同(x3) + 三連順(x2) + 雙三同(x11),66,2706
15556668,42,三同(x3) + 雙三同(x11),33,1386
15556677,42,三同(x3) + 三連順(x2) + 雙三連順(x6),36,1512
15556678,43,三同(x3) + 四連順(x3) + 順碰交響曲(x3),27,1161
15556688,44,三同(x3) + 三對子(x3),9,396
15556777,43,三同(x3) + 三連順(x2) + 雙三同(x11),66,2838
15556778,44,三同(x3) + 四連順(x3) + 順碰交響曲(x3),27,1188
15556788,45,三同(x3) + 四連順(x3) + 順碰交響曲(x3),27,1215
15556888,46,三同(x3) + 雙三同(x11),33,1518
15557777,44,四同(x5) + 白馬(x14) + 絕對秩序(x12),840,36960
15557778,45,三同(x3) + 雙三同(x11),33,1485
15557788,46,三同(x3) + 三對子(x3),9,414
15557888,47,三同(x3) + 雙三同(x11),33,1551
15558888,48,四同(x5) + 白馬(x14),70,3360
15566666,41,五同(x12) + 三對子(x3),36,1476
15566667,42,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,1260
15566668,43,四同(x5) + 三對子(x3),15,645
15566677,43,三同(x3) + 三連順(x2) + 雙三連順(x6),36,1548
15566678,44,三同(x3) + 四連順(x3) + 南瓜(x2),18,792
15566688,45,三同(x3) + 三對子(x3),9,405
15566777,44,三同(x3) + 三連順(x2) + 雙三連順(x6),36,1584
15566778,45,對子(x2) + 四連順(x3) + 雙三連順(x6),36,1620
15566788,46,對子(x2) + 四連順(x3) + 三對子(x3),18,828
15566888,47,三同(x3) + 三對子(x3),9,423
15567777,45,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,1350
15567778,46,三同(x3) + 四連順(x3) + 南瓜(x2),18,828
15567788,47,對子(x2) + 四連順(x3) + 三對子(x3),18,846
15567888,48,三同(x3) + 四連順(x3) + 順碰交響曲(x3),27,1296
15568888,49,四同(x5) + 三對子(x3),15,735
15577777,46,五同(x12) + 三對子(x3) + 絕對秩序(x12),432,19872
15577778,47,四同(x5) + 三對子(x3),15,705
15577788,48,三同(x3) + 三對子(x3),9,432
15577888,49,三同(x3) + 三對子(x3),9,441
15578888,50,四同(x5) + 三對子(x3),15,750
15588888,51,五同(x12) + 三對子(x3),36,1836
15666666,42,六同(x25) + 雙三同(x11),275,11550
15666667,43,五同(x12) + 三連順(x2) + 順碰交響曲(x3),72,3096
15666668,44,五同(x12) + 南瓜(x2),24,1056
15666677,44,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,1320
15666678,45,四同(x5) + 四連順(x3) + 順碰交響曲(x3),45,2025
15666688,46,四同(x5) + 三對子(x3),15,690
15666777,45,三同(x3) + 三連順(x2) + 雙三同(x11),66,2970
15666778,46,三同(x3) + 四連順(x3) + 雙三連順(x6),54,2484
15666788,47,三同(x3) + 四連順(x3) + 南瓜(x2),18,846
15666888,48,三同(x3) + 雙三同(x11),33,1584
15667777,46,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,1380
15667778,47,三同(x3) + 四連順(x3) + 雙三連順(x6),54,2538
15667788,48,對子(x2) + 四連順(x3) + 雙三連順(x6),36,1728
15667888,49,三同(x3) + 四連順(x3) + 順碰交響曲(x3),27,1323
15668888,50,四同(x5) + 三對子(x3),15,750
15677777,47,五同(x12) + 三連順(x2) + 順碰交響曲(x3),72,3384
15677778,48,四同(x5) + 四連順(x3) + 順碰交響曲(x3),45,2160
15677788,49,三同(x3) + 四連順(x3) + 南瓜(x2),18,882
15677888,50,三同(x3) + 四連順(x3) + 順碰交響曲(x3),27,1350
15678888,51,四同(x5) + 四連順(x3) + 順碰交響曲(x3),45,2295
15688888,52,五同(x12) + 南瓜(x2),24,1248
15777777,48,六同(x25) + 雙三同(x11) + 絕對秩序(x12),3300,158400
15777778,49,五同(x12) + 南瓜(x2),24,1176
15777788,50,四同(x5) + 三對子(x3),15,750
15777888,51,三同(x3) + 雙三同(x11),33,1683
15778888,52,四同(x5) + 三對子(x3),15,780
15788888,53,五同(x12) + 南瓜(x2),24,1272
15888888,54,六同(x25) + 雙三同(x11),275,14850
16666666,43,七同(x60) + 白馬(x14),840,36120
16666667,44,六同(x25) + 雙三同(x11),275,12100
16666668,45,六同(x25) + 雙三同(x11),275,12375
16666677,45,五同(x12) + 三對子(x3),36,1620
16666678,46,五同(x12) + 三連順(x2) + 順碰交響曲(x3),72,3312
16666688,47,五同(x12) + 三對子(x3),36,1692
16666777,46,四同(x5) + 白馬(x14),70,3220
16666778,47,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,1410
16666788,48,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,1440
16666888,49,四同(x5) + 白馬(x14),70,3430
16667777,47,四同(x5) + 白馬(x14),70,3290
16667778,48,三同(x3) + 三連順(x2) + 雙三同(x11),66,3168
16667788,49,三同(x3) + 三連順(x2) + 雙三連順(x6),36,1764
16667888,50,三同(x3) + 三連順(x2) + 雙三同(x11),66,3300
16668888,51,四同(x5) + 白馬(x14),70,3570
16677777,48,五同(x12) + 三對子(x3),36,1728
16677778,49,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,1470
16677788,50,三同(x3) + 三連順(x2) + 雙三連順(x6),36,1800
16677888,51,三同(x3) + 三連順(x2) + 雙三連順(x6),36,1836
16678888,52,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,1560
16688888,53,五同(x12) + 三對子(x3),36,1908
16777777,49,六同(x25) + 雙三同(x11),275,13475
16777778,50,五同(x12) + 三連順(x2) + 順碰交響曲(x3),72,3600
16777788,51,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,1530
16777888,52,三同(x3) + 三連順(x2) + 雙三同(x11),66,3432
16778888,53,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,1590
16788888,54,五同(x12) + 三連順(x2) + 順碰交響曲(x3),72,3888
16888888,55,六同(x25) + 雙三同(x11),275,15125
17777777,50,七同(x60) + 白馬(x14) + 絕對秩序(x12),10080,504000
17777778,51,六同(x25) + 雙三同(x11),275,14025
17777788,52,五同(x12) + 三對子(x3),36,1872
17777888,53,四同(x5) + 白馬(x14),70,3710
17778888,54,四同(x5) + 白馬(x14),70,3780
17788888,55,五同(x12) + 三對子(x3),36,1980
17888888,56,六同(x25) + 雙三同(x11),275,15400
18888888,57,七同(x60) + 白馬(x14) + 兩極(x60),50400,2872800
22222222,16,比比丟八(ビビデバ)(x100) + 雙子星(x50) + 絕對秩序(x12),60000,960000
22222223,17,七同(x60) + 白馬(x14) + 中庸之道(x5),4200,71400
22222224,18,七同(x60) + 白馬(x14) + 絕對秩序(x12),10080,181440
22222225,19,七同(x60) + 白馬(x14) + 中庸之道(x5),4200,79800
22222226,20,七同(x60) + 白馬(x14) + 絕對秩序(x12),10080,201600
22222227,21,七同(x60) + 白馬(x14) + 中庸之道(x5),4200,88200
22222228,22,七同(x60) + 白馬(x14) + 絕對秩序(x12),10080,221760
22222233,18,六同(x25) + 豪華四對子(x20) + 中庸之道(x5),2500,45000
22222234,19,六同(x25) + 三連順(x2) + 雙三同(x11) + 中庸之道(x5),2750,52250
22222235,20,六同(x25) + 雙三同(x11) + 中庸之道(x5),1375,27500
22222236,21,六同(x25) + 雙三同(x11) + 中庸之道(x5),1375,28875
22222237,22,六同(x25) + 雙三同(x11) + 中庸之道(x5),1375,30250
22222238,23,六同(x25) + 雙三同(x11),275,6325
22222244,20,六同(x25) + 豪華四對子(x20) + 絕對秩序(x12),6000,120000
22222245,21,六同(x25) + 雙三同(x11) + 中庸之道(x5),1375,28875
22222246,22,六同(x25) + 雙三同(x11) + 絕對秩序(x12),3300,72600
22222247,23,六同(x25) + 雙三同(x11) + 中庸之道(x5),1375,31625
22222248,24,六同(x25) + 雙三同(x11) + 絕對秩序(x12),3300,79200
22222255,22,六同(x25) + 豪華四對子(x20) + 中庸之道(x5),2500,55000
22222256,23,六同(x25) + 雙三同(x11) + 中庸之道(x5),1375,31625
22222257,24,六同(x25) + 雙三同(x11) + 中庸之道(x5),1375,33000
22222258,25,六同(x25) + 雙三同(x11),275,6875
22222266,24,六同(x25) + 豪華四對子(x20) + 絕對秩序(x12),6000,144000
22222267,25,六同(x25) + 雙三同(x11) + 中庸之道(x5),1375,34375
22222268,26,六同(x25) + 雙三同(x11) + 絕對秩序(x12),3300,85800
22222277,26,六同(x25) + 豪華四對子(x20) + 中庸之道(x5),2500,65000
22222278,27,六同(x25) + 雙三同(x11),275,7425
22222288,28,六同(x25) + 豪華四對子(x20) + 絕對秩序(x12),6000,168000
22222333,19,五同(x12) + 南瓜馬車(x40) + 中庸之道(x5),2400,45600
22222334,20,五同(x12) + 三連順(x2) + 順碰交響曲(x3) + 中庸之道(x5),360,7200
22222335,21,五同(x12) + 三對子(x3) + 中庸之道(x5),180,3780
22222336,22,五同(x12) + 三對子(x3) + 中庸之道(x5),180,3960
22222337,23,五同(x12) + 三對子(x3) + 中庸之道(x5),180,4140
22222338,24,五同(x12) + 三對子(x3),36,864
22222344,21,五同(x12) + 三連順(x2) + 順碰交響曲(x3) + 中庸之道(x5),360,7560
22222345,22,五同(x12) + 四連順(x3) + 順碰交響曲(x3) + 中庸之道(x5),540,11880
22222346,23,五同(x12) + 三連順(x2) + 順碰交響曲(x3) + 中庸之道(x5),360,8280
22222347,24,五同(x12) + 三連順(x2) + 順碰交響曲(x3) + 中庸之道(x5),360,8640
22222348,25,五同(x12) + 三連順(x2) + 順碰交響曲(x3),72,1800
22222355,23,五同(x12) + 三對子(x3) + 中庸之道(x5),180,4140
22222356,24,五同(x12) + 南瓜(x2) + 中庸之道(x5),120,2880
22222357,25,五同(x12) + 南瓜(x2) + 質數(x3),72,1800
22222358,26,五同(x12) + 南瓜(x2),24,624
22222366,25,五同(x12) + 三對子(x3) + 中庸之道(x5),180,4500
22222367,26,五同(x12) + 南瓜(x2) + 中庸之道(x5),120,3120
22222368,27,五同(x12) + 南瓜(x2),24,648
22222377,27,五同(x12) + 三對子(x3) + 中庸之道(x5),180,4860
22222378,28,五同(x12) + 南瓜(x2),24,672
22222388,29,五同(x12) + 三對子(x3),36,1044
22222444,22,五同(x12) + 南瓜馬車(x40) + 絕對秩序(x12),5760,126720
22222445,23,五同(x12) + 三對子(x3) + 中庸之道(x5),180,4140
22222446,24,五同(x12) + 三對子(x3) + 絕對秩序(x12),432,10368
22222447,25,五同(x12) + 三對子(x3) + 中庸之道(x5),180,4500
22222448,26,五同(x12) + 三對子(x3) + 絕對秩序(x12),432,11232
22222455,24,五同(x12) + 三對子(x3) + 中庸之道(x5),180,4320
22222456,25,五同(x12) + 三連順(x2) + 順碰交響曲(x3) + 中庸之道(x5),360,9000
22222457,26,五同(x12) + 南瓜(x2) + 中庸之道(x5),120,3120
22222458,27,五同(x12) + 南瓜(x2),24,648
22222466,26,五同(x12) + 三對子(x3) + 絕對秩序(x12),432,11232
22222467,27,五同(x12) + 南瓜(x2) + 中庸之道(x5),120,3240
22222468,28,五同(x12) + 南瓜(x2) + 絕對秩序(x12),288,8064
22222477,28,五同(x12) + 三對子(x3) + 中庸之道(x5),180,5040
22222478,29,五同(x12) + 南瓜(x2),24,696
22222488,30,五同(x12) + 三對子(x3) + 絕對秩序(x12),432,12960
22222555,25,五同(x12) + 南瓜馬車(x40) + 中庸之道(x5),2400,60000
22222556,26,五同(x12) + 三對子(x3) + 中庸之道(x5),180,4680
22222557,27,五同(x12) + 三對子(x3) + 中庸之道(x5),180,4860
22222558,28,五同(x12) + 三對子(x3),36,1008
22222566,27,五同(x12) + 三對子(x3) + 中庸之道(x5),180,4860
22222567,28,五同(x12) + 三連順(x2) + 順碰交響曲(x3) + 中庸之道(x5),360,10080
22222568,29,五同(x12) + 南瓜(x2),24,696
22222577,29,五同(x12) + 三對子(x3) + 中庸之道(x5),180,5220
22222578,30,五同(x12) + 南瓜(x2),24,720
22222588,31,五同(x12) + 三對子(x3),36,1116
22222666,28,五同(x12) + 南瓜馬車(x40) + 絕對秩序(x12),5760,161280
22222667,29,五同(x12) + 三對子(x3) + 中庸之道(x5),180,5220
22222668,30,五同(x12) + 三對子(x3) + 絕對秩序(x12),432,12960
22222677,30,五同(x12) + 三對子(x3) + 中庸之道(x5),180,5400
22222678,31,五同(x12) + 三連順(x2) + 順碰交響曲(x3),72,2232
22222688,32,五同(x12) + 三對子(x3) + 絕對秩序(x12),432,13824
22222777,31,五同(x12) + 南瓜馬車(x40) + 中庸之道(x5),2400,74400
22222778,32,五同(x12) + 三對子(x3),36,1152
22222788,33,五同(x12) + 三對子(x3),36,1188
22222888,34,五同(x12) + 南瓜馬車(x40) + 絕對秩序(x12),5760,195840
22223333,20,四同(x5) + 雙子星(x50) + 中庸之道(x5),1250,25000
22223334,21,四同(x5) + 三連順(x2) + 白馬(x14) + 中庸之道(x5),700,14700
22223335,22,四同(x5) + 白馬(x14) + 中庸之道(x5),350,7700
22223336,23,四同(x5) + 白馬(x14) + 中庸之道(x5),350,8050
22223337,24,四同(x5) + 白馬(x14) + 中庸之道(x5),350,8400
22223338,25,四同(x5) + 白馬(x14),70,1750
22223344,22,四同(x5) + 三連順(x2) + 豪華四對子(x20) + 中庸之道(x5),1000,22000
22223345,23,四同(x5) + 四連順(x3) + 順碰交響曲(x3) + 中庸之道(x5),225,5175
22223346,24,四同(x5) + 三連順(x2) + 順碰交響曲(x3) + 中庸之道(x5),150,3600
22223347,25,四同(x5) + 三連順(x2) + 順碰交響曲(x3) + 中庸之道(x5),150,3750
22223348,26,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,780
22223355,24,四同(x5) + 豪華四對子(x20) + 中庸之道(x5),500,12000
22223356,25,四同(x5) + 三對子(x3) + 中庸之道(x5),75,1875
22223357,26,四同(x5) + 三對子(x3) + 質數(x3),45,1170
22223358,27,四同(x5) + 三對子(x3),15,405
22223366,26,四同(x5) + 豪華四對子(x20) + 中庸之道(x5),500,13000
22223367,27,四同(x5) + 三對子(x3) + 中庸之道(x5),75,2025
22223368,28,四同(x5) + 三對子(x3),15,420
22223377,28,四同(x5) + 豪華四對子(x20) + 中庸之道(x5),500,14000
22223378,29,四同(x5) + 三對子(x3),15,435
22223388,30,四同(x5) + 豪華四對子(x20),100,3000
22223444,23,四同(x5) + 三連順(x2) + 白馬(x14) + 中庸之道(x5),700,16100
22223445,24,四同(x5) + 四連順(x3) + 順碰交響曲(x3) + 中庸之道(x5),225,5400
22223446,25,四同(x5) + 三連順(x2) + 順碰交響曲(x3) + 中庸之道(x5),150,3750
22223447,26,四同(x5) + 三連順(x2) + 順碰交響曲(x3) + 中庸之道(x5),150,3900
22223448,27,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,810
22223455,25,四同(x5) + 四連順(x3) + 順碰交響曲(x3) + 中庸之道(x5),225,5625
22223456,26,四同(x5) + 五連順(x4) + 順碰交響曲(x3) + 中庸之道(x5),300,7800
22223457,27,四同(x5) + 四連順(x3) + 順碰交響曲(x3) + 質數(x3),135,3645
22223458,28,四同(x5) + 四連順(x3) + 順碰交響曲(x3),45,1260
22223466,27,四同(x5) + 三連順(x2) + 順碰交響曲(x3) + 中庸之道(x5),150,4050
22223467,28,四同(x5) + 三連順(x2) + 順碰交響曲(x3) + 中庸之道(x5),150,4200
22223468,29,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,870
22223477,29,四同(x5) + 三連順(x2) + 順碰交響曲(x3) + 中庸之道(x5),150,4350
22223478,30,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,900
22223488,31,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,930
22223555,26,四同(x5) + 白馬(x14) + 中庸之道(x5),350,9100
22223556,27,四同(x5) + 三對子(x3) + 中庸之道(x5),75,2025
22223557,28,四同(x5) + 三對子(x3) + 質數(x3),45,1260
22223558,29,四同(x5) + 三對子(x3),15,435
22223566,28,四同(x5) + 三對子(x3) + 中庸之道(x5),75,2100
22223567,29,四同(x5) + 三連順(x2) + 順碰交響曲(x3) + 質數(x3),90,2610
22223568,30,四同(x5) + 雙對子(x2),10,300
22223577,30,四同(x5) + 三對子(x3) + 質數(x3),45,1350
22223578,31,四同(x5) + 雙對子(x2) + 質數(x3),30,930
22223588,32,四同(x5) + 三對子(x3),15,480
22223666,29,四同(x5) + 白馬(x14) + 中庸之道(x5),350,10150
22223667,30,四同(x5) + 三對子(x3) + 中庸之道(x5),75,2250
22223668,31,四同(x5) + 三對子(x3),15,465
22223677,31,四同(x5) + 三對子(x3) + 中庸之道(x5),75,2325
22223678,32,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,960
22223688,33,四同(x5) + 三對子(x3),15,495
22223777,32,四同(x5) + 白馬(x14) + 中庸之道(x5),350,11200
22223778,33,四同(x5) + 三對子(x3),15,495
22223788,34,四同(x5) + 三對子(x3),15,510
22223888,35,四同(x5) + 白馬(x14),70,2450
22224444,24,四同(x5) + 雙子星(x50) + 絕對秩序(x12),3000,72000
22224445,25,四同(x5) + 白馬(x14) + 中庸之道(x5),350,8750
22224446,26,四同(x5) + 白馬(x14) + 絕對秩序(x12),840,21840
22224447,27,四同(x5) + 白馬(x14) + 中庸之道(x5),350,9450
22224448,28,四同(x5) + 白馬(x14) + 絕對秩序(x12),840,23520
22224455,26,四同(x5) + 豪華四對子(x20) + 中庸之道(x5),500,13000
22224456,27,四同(x5) + 三連順(x2) + 順碰交響曲(x3) + 中庸之道(x5),150,4050
22224457,28,四同(x5) + 三對子(x3) + 中庸之道(x5),75,2100
22224458,29,四同(x5) + 三對子(x3),15,435
22224466,28,四同(x5) + 豪華四對子(x20) + 絕對秩序(x12),1200,33600
22224467,29,四同(x5) + 三對子(x3) + 中庸之道(x5),75,2175
22224468,30,四同(x5) + 三對子(x3) + 絕對秩序(x12),180,5400
22224477,30,四同(x5) + 豪華四對子(x20) + 中庸之道(x5),500,15000
22224478,31,四同(x5) + 三對子(x3),15,465
22224488,32,四同(x5) + 豪華四對子(x20) + 絕對秩序(x12),1200,38400
22224555,27,四同(x5) + 白馬(x14) + 中庸之道(x5),350,9450
22224556,28,四同(x5) + 三連順(x2) + 順碰交響曲(x3) + 中庸之道(x5),150,4200
22224557,29,四同(x5) + 三對子(x3) + 中庸之道(x5),75,2175
22224558,30,四同(x5) + 三對子(x3),15,450
22224566,29,四同(x5) + 三連順(x2) + 順碰交響曲(x3) + 中庸之道(x5),150,4350
22224567,30,四同(x5) + 四連順(x3) + 順碰交響曲(x3) + 中庸之道(x5),225,6750
22224568,31,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,930
22224577,31,四同(x5) + 三對子(x3) + 中庸之道(x5),75,2325
22224578,32,四同(x5) + 雙對子(x2),10,320
22224588,33,四同(x5) + 三對子(x3),15,495
22224666,30,四同(x5) + 白馬(x14) + 絕對秩序(x12),840,25200
22224667,31,四同(x5) + 三對子(x3) + 中庸之道(x5),75,2325
22224668,32,四同(x5) + 三對子(x3) + 絕對秩序(x12),180,5760
22224677,32,四同(x5) + 三對子(x3) + 中庸之道(x5),75,2400
22224678,33,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,990
22224688,34,四同(x5) + 三對子(x3) + 絕對秩序(x12),180,6120
22224777,33,四同(x5) + 白馬(x14) + 中庸之道(x5),350,11550
22224778,34,四同(x5) + 三對子(x3),15,510
22224788,35,四同(x5) + 三對子(x3),15,525
22224888,36,四同(x5) + 白馬(x14) + 絕對秩序(x12),840,30240
22225555,28,四同(x5) + 雙子星(x50) + 中庸之道(x5),1250,35000
22225556,29,四同(x5) + 白馬(x14) + 中庸之道(x5),350,10150
22225557,30,四同(x5) + 白馬(x14) + 中庸之道(x5),350,10500
22225558,31,四同(x5) + 白馬(x14),70,2170
22225566,30,四同(x5) + 豪華四對子(x20) + 中庸之道(x5),500,15000
22225567,31,四同(x5) + 三連順(x2) + 順碰交響曲(x3) + 中庸之道(x5),150,4650
22225568,32,四同(x5) + 三對子(x3),15,480
22225577,32,四同(x5) + 豪華四對子(x20) + 中庸之道(x5),500,16000
22225578,33,四同(x5) + 三對子(x3),15,495
22225588,34,四同(x5) + 豪華四對子(x20),100,3400
22225666,31,四同(x5) + 白馬(x14) + 中庸之道(x5),350,10850
22225667,32,四同(x5) + 三連順(x2) + 順碰交響曲(x3) + 中庸之道(x5),150,4800
22225668,33,四同(x5) + 三對子(x3),15,495
22225677,33,四同(x5) + 三連順(x2) + 順碰交響曲(x3) + 中庸之道(x5),150,4950
22225678,34,四同(x5) + 四連順(x3) + 順碰交響曲(x3),45,1530
22225688,35,四同(x5) + 三對子(x3),15,525
22225777,34,四同(x5) + 白馬(x14) + 中庸之道(x5),350,11900
22225778,35,四同(x5) + 三對子(x3),15,525
22225788,36,四同(x5) + 三對子(x3),15,540
22225888,37,四同(x5) + 白馬(x14),70,2590
22226666,32,四同(x5) + 雙子星(x50) + 絕對秩序(x12),3000,96000
22226667,33,四同(x5) + 白馬(x14) + 中庸之道(x5),350,11550
22226668,34,四同(x5) + 白馬(x14) + 絕對秩序(x12),840,28560
22226677,34,四同(x5) + 豪華四對子(x20) + 中庸之道(x5),500,17000
22226678,35,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,1050
22226688,36,四同(x5) + 豪華四對子(x20) + 絕對秩序(x12),1200,43200
22226777,35,四同(x5) + 白馬(x14) + 中庸之道(x5),350,12250
22226778,36,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,1080
22226788,37,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,1110
22226888,38,四同(x5) + 白馬(x14) + 絕對秩序(x12),840,31920
22227777,36,四同(x5) + 雙子星(x50) + 中庸之道(x5),1250,45000
22227778,37,四同(x5) + 白馬(x14),70,2590
22227788,38,四同(x5) + 豪華四對子(x20),100,3800
22227888,39,四同(x5) + 白馬(x14),70,2730
22228888,40,四同(x5) + 雙子星(x50) + 絕對秩序(x12),3000,120000
22233333,21,五同(x12) + 南瓜馬車(x40) + 中庸之道(x5),2400,50400
22233334,22,四同(x5) + 三連順(x2) + 白馬(x14) + 中庸之道(x5),700,15400
22233335,23,四同(x5) + 白馬(x14) + 中庸之道(x5),350,8050
22233336,24,四同(x5) + 白馬(x14) + 中庸之道(x5),350,8400
